fa_ffcl_shrt,scenario,decade,contnnt,spatial_scale,mean,median,sd,min,max,n_model,agreement,wilcox_p,SD > mean,Loss,,,,,,,,,,,
Juan de Nova Island,ssp126,2091-2100,Africa,countries,-1.176421835,-0.71763687,7.845229368,-10.97434307,8.529640784,10,50,0.27852313,,,,,,,,,,,,,
Haiti,ssp126,2091-2100,Americas,countries,-1.137247663,-0.425654626,4.501556341,-9.4130521,3.949417628,10,50,0.977583214,,,,,,,,,,,,,
Togo,ssp126,2091-2100,Africa,countries,-1.03754859,-2.983702931,6.701683352,-9.604817219,9.80985547,10,60,1.53E-28,,,,,,,,,,,,,
French Guiana,ssp126,2091-2100,Americas,countries,-0.896503724,-4.831359974,15.84534297,-14.10992793,39.87433808,10,60,1.10E-05,,,,,,,,,,,,,
Réunion,ssp585,2041-2050,Africa,countries,-0.855888933,-1.506171526,19.716356,-46.84753459,29.37056271,10,60,0.075877741,,,,,,,,,,,,,
Cameroon,ssp126,2091-2100,Africa,countries,-0.839670456,-3.533483145,6.299891935,-7.841414489,8.957992695,8,62.5,4.11E-20,,,,,,,,,,,,,
Chile (San Felix and San Ambrosio islands),ssp585,2091-2100,Americas,countries,-0.7381432,-1.107255145,11.14324895,-17.01958325,23.49232261,10,70,0.499296529,,,,,,,,,,,,,
Algeria,ssp585,2041-2050,Africa,countries,-0.722438545,-2.361074943,8.594799288,-9.175354687,20.57916431,10,70,0.109776609,,,,,,,,,,,,,
Kazakhstan,ssp126,2041-2050,Asia,countries,-0.591294482,-0.67098063,0.730897425,-1.395110027,0.371893361,4,75,0.00285353,TRUE,1,,,,,,,,,,,
Chile (Easter Island),ssp126,2091-2100,Americas,countries,-0.535543016,-0.059879705,7.28782571,-10.49353461,7.238182784,10,50,0.002663269,,,,,,,,,,,,,
Mozambique,ssp126,2091-2100,Africa,countries,-0.535145149,-0.671205775,6.761534204,-10.33048034,11.10848789,10,50,0.005050599,,,,,,,,,,,,,
Puerto Rico,ssp126,2041-2050,Americas,countries,-0.518121068,-0.504531798,7.667538871,-15.20329576,10.34920307,10,50,0.98927784,,,,,,,,,,,,,
Puerto Rico,ssp585,2041-2050,Americas,countries,-0.50403777,1.114966812,9.736626184,-13.19686623,13.29607822,10,60,0.98927784,,,,,,,,,,,,,
Syrian Arab Republic,ssp585,2041-2050,Asia,countries,-0.412974628,2.226388434,12.7515698,-29.29490661,16.48551413,10,60,0.00022576,TRUE,1,,,,,,,,,,,
Puerto Rico,ssp585,2091-2100,Americas,countries,-0.400961887,-0.281846719,18.82049307,-23.58439387,30.42325355,10,50,0.043186239,,,,,,,,,,,,,
Azerbaijan,ssp126,2041-2050,Asia,countries,-0.355519362,-1.097041581,2.133587102,-1.992751352,2.764757068,4,75,1.29E-08,TRUE,1,,,,,,,,,,,
Libya,ssp585,2041-2050,Africa,countries,-0.310422887,-6.593253668,13.60897212,-14.51876922,28.50496149,10,60,7.98E-05,,,,,,,,,,,,,
Tunisia,ssp126,2091-2100,Africa,countries,-0.294122098,-0.50411424,11.59985657,-14.07592298,24.05156402,10,50,1.47E-13,,,,,,,,,,,,,
Saint Kitts and Nevis,ssp126,2091-2100,Americas,countries,-0.283473123,-0.729740135,5.271996041,-10.95949324,6.478677364,10,60,0.000314823,,,,,,,,,,,,,
Turkmenistan,ssp126,2041-2050,Asia,countries,-0.163419416,-1.425964702,3.070235971,-2.208106976,4.406358715,4,75,3.46E-05,TRUE,1,,,,,,,,,,,
Saba,ssp126,2091-2100,Americas,countries,-0.104629816,-0.502730593,4.748721688,-8.252475238,7.659296257,10,70,0.003684636,,,,,,,,,,,,,
Anguilla,ssp126,2041-2050,Americas,countries,-0.06053544,-1.57900996,3.919927099,-5.744021541,4.835689647,10,60,0.652129917,,,,,,,,,,,,,
Egypt,ssp585,2041-2050,Africa,countries,0.003545606,-0.213776002,5.857907916,-9.34565575,10.64545499,10,60,2.33E-09,,,,,,,,,,,,,
Chile (Easter Island),ssp126,2041-2050,Americas,countries,0.023977563,1.955341439,7.94600596,-13.35038398,9.262824906,10,60,0.151147239,,,,,,,,,,,,,
Kenya,ssp126,2091-2100,Africa,countries,0.114832905,0.646263923,4.964829873,-7.081202805,6.601487358,10,50,6.46E-28,,,,,,,,,,,,,
Tristan da Cunha,ssp126,2041-2050,Africa,countries,0.402349492,1.996543949,7.918761333,-10.33766422,14.42530479,10,50,0.000710965,,,,,,,,,,,,,
Saint Helena,ssp126,2091-2100,Africa,countries,0.556706369,-4.18903104,13.52622918,-16.73298084,31.76309581,10,70,1.32E-23,,,,,,,,,,,,,
Madagascar,ssp126,2091-2100,Africa,countries,0.60852028,0.663320578,9.326326946,-10.73532748,14.77907398,10,50,0.000187924,,,,,,,,,,,,,
United Republic of Tanzania,ssp126,2091-2100,Africa,countries,0.748159956,0.4452693,8.685590288,-10.58546523,14.25481658,10,50,1.90E-16,,,,,,,,,,,,,
Anguilla,ssp585,2041-2050,Americas,countries,0.777795724,-1.056166284,9.972009032,-13.95054497,16.97878682,10,60,0.652129917,,,,,,,,,,,,,
Comoros,ssp126,2091-2100,Africa,countries,0.863265317,1.35361965,8.689027883,-10.237919,11.98270199,10,50,0.002885188,,,,,,,,,,,,,
Tunisia,ssp126,2041-2050,Africa,countries,0.874712164,1.432153877,12.28699473,-15.6508501,25.33993938,10,50,0.017608358,,,,,,,,,,,,,
Dominican Republic,ssp585,2091-2100,Americas,countries,0.880869009,-2.87984413,18.64046091,-23.69425246,33.36898967,10,50,0.048213712,,,,,,,,,,,,,
Antigua and Barbuda,ssp126,2091-2100,Americas,countries,0.911572963,1.741904512,5.196399099,-6.565094398,7.817325424,10,60,2.72E-07,,,,,,,,,,,,,
Grenada,ssp126,2091-2100,Americas,countries,1.062630364,-3.069949794,16.93910665,-13.54798233,46.0233726,10,60,6.58E-06,,,,,,,,,,,,,
Syrian Arab Republic,ssp585,2091-2100,Asia,countries,1.087797475,-3.879895184,44.32611945,-46.37695615,72.81517817,10,50,0.017725209,TRUE,,,,,,,,,,,,
Réunion,ssp585,2091-2100,Africa,countries,1.657578781,-1.786899203,36.30318409,-53.67911954,68.58206967,10,50,0.772166963,,,,,,,,,,,,,
Anguilla,ssp585,2091-2100,Americas,countries,1.824751814,-2.854798088,19.63771918,-24.92051368,32.78402486,10,50,0.015934902,,,,,,,,,,,,,
Chile (San Felix and San Ambrosio islands),ssp585,2041-2050,Americas,countries,1.905822026,1.969432148,4.628086595,-3.657040949,12.88915092,10,60,0.03529309,,,,,,,,,,,,,
Chile (Easter Island),ssp585,2041-2050,Americas,countries,2.041198248,2.349000425,10.28360927,-11.16617235,15.03187666,10,50,0.151147239,,,,,,,,,,,,,
Israel,ssp585,2091-2100,Asia,countries,2.063525283,-0.865022028,38.22031962,-45.89774535,77.61680149,10,50,0.001399612,TRUE,,,,,,,,,,,,
Dominican Republic,ssp585,2041-2050,Americas,countries,2.070851265,-0.27090275,9.31579385,-8.488163098,18.2663554,10,50,0.66273159,,,,,,,,,,,,,
Dominican Republic,ssp126,2041-2050,Americas,countries,2.291261563,0.595919551,7.681937337,-8.941033034,14.30952109,10,50,0.66273159,,,,,,,,,,,,,
Brazil (Trindade),ssp126,2091-2100,Americas,countries,2.360297246,1.589255394,4.246422817,-3.904406825,9.513026384,10,80,0.969789317,,,,,,,,,,,,,
Bahamas,ssp126,2041-2050,Americas,countries,2.397953784,-0.333752224,8.278764938,-6.067807014,14.41697871,10,50,2.62E-08,,,,,,,,,,,,,
Puerto Rico,ssp126,2091-2100,Americas,countries,2.399506418,0.482490383,6.046772603,-8.453270052,12.61748079,10,50,0.043186239,,,,,,,,,,,,,
Cyprus,ssp585,2041-2050,Asia,countries,2.758390848,2.434685208,8.006276833,-7.414170254,16.86229085,10,60,2.28E-08,TRUE,1,,,,,,,,,,,
Bermuda,ssp126,2091-2100,Americas,countries,2.878392288,-3.172618033,15.76123671,-13.84426883,28.15976835,10,50,1.46E-16,,,,,,,,,,,,,
Morocco,ssp126,2041-2050,Africa,countries,3.077905164,4.892176407,10.71531775,-14.19259659,22.24278305,10,60,3.62E-05,,,,,,,,,,,,,
Bahamas,ssp126,2091-2100,Americas,countries,3.607594898,1.749916436,7.326042812,-8.826042024,14.33860506,10,70,1.39E-07,,,,,,,,,,,,,
Anguilla,ssp126,2091-2100,Americas,countries,3.714365906,3.048795043,5.613149163,-4.092644763,11.63438579,10,70,0.015934902,,,,,,,,,,,,,
British Virgin Islands,ssp585,2041-2050,Americas,countries,4.045172403,-0.215036793,12.72718874,-11.94626399,27.35177329,10,50,0.116443646,,,,,,,,,,,,,
Dominican Republic,ssp126,2091-2100,Americas,countries,4.124080333,4.116607989,5.576113267,-3.34638483,12.42317843,10,70,0.048213712,,,,,,,,,,,,,
British Virgin Islands,ssp126,2041-2050,Americas,countries,4.397423212,2.314961212,5.150313901,-0.599926855,12.86987928,10,70,0.116443646,,,,,,,,,,,,,
Brazil (Trindade),ssp585,2091-2100,Americas,countries,4.773361091,4.071615179,15.21853369,-19.10151752,25.78266835,10,50,0.969789317,,,,,,,,,,,,,
Israel,ssp585,2041-2050,Asia,countries,4.915788461,5.624774761,9.597448914,-9.346128642,18.08168556,10,70,0.002578956,TRUE,1,,,,,,,,,,,
Tristan da Cunha,ssp126,2091-2100,Africa,countries,5.060715995,9.293313798,12.16011856,-12.37991345,21.92189813,10,60,1.03E-22,,,,,,,,,,,,,
Libya,ssp126,2041-2050,Africa,countries,5.316138084,-1.693328289,12.42105344,-6.399616886,25.60004734,10,50,7.98E-05,,,,,,,,,,,,,
Turks and Caicos Islands,ssp585,2041-2050,Americas,countries,6.549628991,9.710342539,6.916577822,-5.231775954,13.65337712,10,80,0.011887418,,,,,,,,,,,,,
Libya,ssp126,2091-2100,Africa,countries,7.003188041,-5.866553559,21.83538033,-15.20249713,45.19909264,10,60,1.08E-25,,,,,,,,,,,,,
Lebanon,ssp585,2091-2100,Asia,countries,7.429167029,-2.598161984,42.31478406,-44.16659143,75.69136536,10,50,0.01807985,TRUE,,,,,,,,,,,,
British Virgin Islands,ssp126,2091-2100,Americas,countries,7.761631131,8.233532221,6.093905614,-2.123660179,16.16711108,10,80,0.070399833,,,,,,,,,,,,,
Lebanon,ssp585,2041-2050,Asia,countries,7.788732668,4.379331442,11.51641988,-5.963608794,25.23651456,10,80,0.001170215,TRUE,1,,,,,,,,,,,
British Virgin Islands,ssp585,2091-2100,Americas,countries,8.331496654,0.460815417,22.99117491,-20.47697485,44.75049164,10,50,0.070399833,,,,,,,,,,,,,
Turks and Caicos Islands,ssp126,2041-2050,Americas,countries,10.34814309,10.45786683,8.583883162,-2.330848707,23.6844618,10,80,0.011887418,,,,,,,,,,,,,
Syrian Arab Republic,ssp126,2091-2100,Asia,countries,10.4230636,7.130141915,21.99015363,-23.79580545,44.696804,10,70,0.017725209,TRUE,,,,,,,,,,,,
Syrian Arab Republic,ssp126,2041-2050,Asia,countries,11.51789359,10.35025142,14.73789448,-16.49112564,41.59306354,10,90,0.00022576,TRUE,1,,,,,,,,,,,
Turks and Caicos Islands,ssp585,2091-2100,Americas,countries,12.08727983,3.31643166,25.79284814,-16.65887841,73.71565826,10,60,0.048770432,,,,,,,,,,,,,
Israel,ssp126,2041-2050,Asia,countries,14.52382117,10.67372718,14.54919849,-5.111092934,41.5550115,10,90,0.002578956,TRUE,1,,,,,,,,,,,
Lebanon,ssp126,2041-2050,Asia,countries,15.30251681,13.70470023,14.67782395,-4.070701582,46.74206046,10,80,0.001170215,FALSE,1,,,,,,,,,,,
Morocco,ssp585,2041-2050,Africa,countries,15.81391497,14.50995298,13.2055913,-0.234958762,42.43278997,10,90,3.62E-05,,,,,,,,,,,,,
Egypt,ssp126,2041-2050,Africa,countries,16.46321559,14.6271275,11.12610037,1.1894485,38.98138748,10,100,2.33E-09,,,,,,,,,,,,,
Turks and Caicos Islands,ssp126,2091-2100,Americas,countries,17.00054916,9.837353789,27.83853081,-4.948505937,89.98679978,10,80,0.048770432,,,,,,,,,,,,,
Morocco,ssp585,2091-2100,Africa,countries,18.02457629,28.32036904,46.81188285,-37.11753144,69.70614812,10,60,0.000124373,,,,,,,,,,,,,
Egypt,ssp126,2091-2100,Africa,countries,18.1995367,16.51591293,16.72208942,-6.615694715,51.24925589,10,90,3.50E-16,,,,,,,,,,,,,
Cyprus,ssp126,2041-2050,Asia,countries,18.40982786,16.69548535,12.34857251,-4.023142905,40.19774701,10,90,2.28E-08,FALSE,1,,,,,,,,,,,
Lebanon,ssp126,2091-2100,Asia,countries,19.04391241,10.94415193,29.97629656,-6.824430492,85.99524633,10,60,0.01807985,TRUE,,,,,,,,,,,,
Israel,ssp126,2091-2100,Asia,countries,19.76602597,10.7949761,32.63572024,-12.82259497,100.5636139,10,70,0.001399612,TRUE,,,,,,,,,,,,
Cyprus,ssp126,2091-2100,Asia,countries,20.4977589,11.97035063,27.25354288,-7.806129273,74.497839,10,60,2.02E-16,TRUE,,,,,,,,,,,,
Türkiye,ssp585,2091-2100,Asia,countries,55.97567902,-12.90608009,176.5121421,-38.21230963,525.3979289,10,70,0.001510074,TRUE,,,,,,,,,,,,
Türkiye,ssp126,2091-2100,Asia,countries,93.23572333,-6.759230361,307.530265,-18.5914039,967.5362765,10,60,0.001510074,TRUE,,,,,,,,,,,,
Portugal (Azores Islands),ssp585,2041-2050,Europe,countries,-29.40123254,-33.76179038,11.11534128,-42.72173062,-15.94363068,10,100,0.030120084,,,,,,,,,,,,,
Albania,ssp126,2091-2100,Europe,countries,11.33736109,12.37461083,6.752698919,4.126051595,17.51142083,3,100,1.18E-16,,1.336075295,,,,,,,,,,,
Portugal (Azores Islands),ssp126,2041-2050,Europe,countries,-24.98179651,-28.70218722,14.11039865,-42.03721715,-7.282989686,10,100,0.030120084,,,,,,,,,,,,,
Albania,ssp585,2091-2100,Europe,countries,-33.73458646,-33.82730932,8.823779854,-42.51163949,-24.86481057,3,100,1.18E-16,,,,,,,,,,,,,
Spain,ssp126,2041-2050,Europe,countries,-15.64690054,-13.06493812,14.88752529,-41.18523086,-0.591541813,10,100,6.81E-08,,,,,,,,,,,,,
Belgium,ssp126,2091-2100,Europe,countries,-9.344452844,-13.54454432,11.78399102,-26.44108188,5.530849671,8,62.5,6.48E-05,,0.545839032,,,,,,,,,,,
Jan Mayen Island,ssp585,2041-2050,Europe,countries,-12.79234927,-13.66866354,10.69620422,-25.87293992,11.38771201,10,90,0.199997927,,,,,,,,,,,,,
Belgium,ssp585,2091-2100,Europe,countries,-20.57520021,-21.44380987,16.2332327,-47.77309768,-0.777338451,8,100,6.48E-05,,,,,,,,,,,,,
Madeira Islands,ssp126,2041-2050,Europe,countries,-12.53526841,-14.39540643,11.39958832,-27.32700299,11.82248067,10,90,0.675186027,,,,,,,,,,,,,
Bulgaria,ssp126,2091-2100,Europe,countries,10.47496775,-8.242086953,57.63454854,-24.56441811,171.9307034,10,70,0.000250823,,-2.618686692,,,,,,,,,,,
Guernsey,ssp126,2041-2050,Europe,countries,-12.3823523,-13.10292154,6.077236702,-19.061382,-0.850122795,10,100,0.18580376,,,,,,,,,,,,,
Bulgaria,ssp585,2091-2100,Europe,countries,2.894687669,-18.31612366,50.38057302,-34.71322058,106.5656541,10,80,0.000250823,,,,,,,,,,,,,
Madeira Islands,ssp585,2041-2050,Europe,countries,-12.21954546,-17.46660198,14.75313825,-29.7815117,22.78090678,10,90,0.675186027,,,,,,,,,,,,,
Canary Islands,ssp126,2091-2100,Europe,countries,2.104846803,1.687492944,12.76443254,-13.94437337,30.89296594,10,60,0.002620803,,0.919125389,,,,,,,,,,,
Ireland,ssp126,2041-2050,Europe,countries,-12.05545963,-13.41305361,7.097796939,-22.9274676,-3.977612615,10,100,4.39E-14,,,,,,,,,,,,,
Canary Islands,ssp585,2091-2100,Europe,countries,26.02605173,37.10932078,43.55294285,-30.92017886,82.01820703,10,60,0.002620803,,,,,,,,,,,,,
Jan Mayen Island,ssp126,2041-2050,Europe,countries,-11.98992853,-10.38806477,7.186424192,-23.49663321,-1.260222176,10,100,0.199997927,,,,,,,,,,,,,
Croatia,ssp126,2091-2100,Europe,countries,-13.6212911,-13.62038731,18.15248587,-39.03634652,11.11878559,10,60,2.07E-05,,0.446549362,,,,,,,,,,,
Portugal,ssp126,2041-2050,Europe,countries,-11.12539257,-10.41776255,5.638069146,-21.73233831,-2.027619871,10,100,0.002885188,,,,,,,,,,,,,
Croatia,ssp585,2091-2100,Europe,countries,-24.61157359,-24.56632223,15.53631699,-48.88431583,-0.144688319,10,100,2.07E-05,,,,,,,,,,,,,
Guernsey,ssp585,2041-2050,Europe,countries,-10.1683305,-10.60685434,5.085595499,-20.59426566,-1.777035601,10,100,0.18580376,,,,,,,,,,,,,
Denmark,ssp126,2091-2100,Europe,countries,-8.607497034,-6.532039901,8.400093397,-25.20628081,-0.722134394,10,100,1.66E-11,,0.59832936,,,,,,,,,,,
Belgium,ssp585,2041-2050,Europe,countries,-9.488243784,-7.80729763,8.71064204,-20.873599,2.557451315,8,87.5,0.00471848,,,,,,,,,,,,,
Denmark,ssp585,2091-2100,Europe,countries,-21.4292412,-21.56885102,12.51380679,-43.41771676,0.495667259,10,90,1.66E-11,,,,,,,,,,,,,
France,ssp126,2041-2050,Europe,countries,-8.636927843,-5.019921342,8.337802574,-21.94438167,-0.23575335,10,100,0.003002364,,,,,,,,,,,,,
Estonia,ssp126,2091-2100,Europe,countries,-3.202965614,-4.023328671,11.12697964,-20.12370315,14.16314591,10,60,0.328998134,,0.558085506,,,,,,,,,,,
Norway,ssp126,2041-2050,Europe,countries,-8.35421026,-7.359620627,2.327906147,-12.60062839,-5.589378609,10,100,0.000232353,,,,,,,,,,,,,
Estonia,ssp585,2091-2100,Europe,countries,-7.247930666,-2.622581356,18.55684851,-38.57540703,19.62847313,10,50,0.328998134,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,ssp126,2041-2050,Europe,countries,-8.169927728,-6.52896215,4.496938701,-16.6720872,-3.337507622,10,100,5.67E-09,,,,,,,,,,,,,
Faroe Islands,ssp126,2091-2100,Europe,countries,-2.192437559,-2.164188327,13.22061088,-20.13938367,17.47741135,10,60,4.99E-17,,0.905708758,,,,,,,,,,,
Denmark,ssp126,2041-2050,Europe,countries,-7.554839303,-5.645254418,6.343016503,-18.51998956,-0.721774849,10,100,0.735054721,,,,,,,,,,,,,
Faroe Islands,ssp585,2091-2100,Europe,countries,-23.25176243,-23.41028335,14.3058877,-43.98880574,1.257080437,10,90,4.99E-17,,,,,,,,,,,,,
Croatia,ssp585,2041-2050,Europe,countries,-7.251709237,-5.159770398,9.832684487,-20.67983025,9.981917958,10,80,0.629401578,,,,,,,,,,,,,
Finland,ssp126,2091-2100,Europe,countries,3.14011631,1.603568488,12.96768504,-15.9989556,26.13991521,10,50,0.733214437,,0.118888378,,,,,,,,,,,
Croatia,ssp126,2041-2050,Europe,countries,-6.95646244,-6.502860092,9.261226454,-24.21699893,5.182392029,10,70,0.629401578,,,,,,,,,,,,,
Finland,ssp585,2091-2100,Europe,countries,3.563812156,3.352851752,21.79422678,-32.65469075,35.63209434,10,60,0.733214437,,,,,,,,,,,,,
Netherlands (Kingdom of the),ssp585,2041-2050,Europe,countries,-6.937968099,-8.268882296,4.707926371,-13.00260562,0.325805261,10,90,0.000191607,,,,,,,,,,,,,
France,ssp126,2091-2100,Europe,countries,-7.423686326,-7.518593916,6.742024694,-18.52583488,2.419704839,10,90,8.48E-23,,0.736395736,,,,,,,,,,,
Georgia,ssp126,2041-2050,Europe,countries,-6.395571701,-5.726323288,13.12805606,-38.32089428,12.31690512,10,70,0.000107066,,,,,,,,,,,,,
France,ssp585,2091-2100,Europe,countries,-28.16223912,-29.38850771,11.11859431,-42.64482967,-0.94367449,10,100,8.48E-23,,,,,,,,,,,,,
Denmark,ssp585,2041-2050,Europe,countries,-6.392486876,-6.512269997,7.737880876,-19.12219794,6.867774134,10,80,0.735054721,,,,,,,,,,,,,
Georgia,ssp126,2091-2100,Europe,countries,16.83110694,-8.313932842,64.12286747,-41.71257631,175.3151457,10,70,0.036809039,,0.72446929,,,,,,,,,,,
Bulgaria,ssp126,2041-2050,Europe,countries,-5.879896355,-6.038882086,5.719425505,-16.43787686,2.350519272,10,80,0.713074548,,,,,,,,,,,,,
Georgia,ssp585,2091-2100,Europe,countries,61.08613781,-17.63610933,216.5236971,-35.93352959,668.4668143,10,70,0.036809039,,,,,,,,,,,,,
Faroe Islands,ssp126,2041-2050,Europe,countries,-5.560251865,-4.929148741,6.343516977,-15.14596944,3.916998582,10,80,0.001150286,,,,,,,,,,,,,
Germany,ssp126,2091-2100,Europe,countries,-3.210477112,-2.112300259,3.814245913,-11.52675129,1.070599982,10,80,6.49E-13,,0.810094635,,,,,,,,,,,
Bulgaria,ssp585,2041-2050,Europe,countries,-5.46731629,-6.626189278,4.908904496,-11.79104397,2.381779608,10,80,0.713074548,,,,,,,,,,,,,
Germany,ssp585,2091-2100,Europe,countries,-16.90566834,-18.63358307,13.2556494,-36.40756161,-0.735736904,10,100,6.49E-13,,,,,,,,,,,,,
Iceland,ssp126,2041-2050,Europe,countries,-5.428652107,-4.064623647,5.400170283,-14.72177906,2.107478165,10,90,0.038152231,,,,,,,,,,,,,
Greece,ssp126,2091-2100,Europe,countries,10.71329944,9.66869394,11.43678568,-4.447919889,30.79332989,10,80,8.04E-24,,1.490499358,,,,,,,,,,,
Svalbard Islands,ssp126,2041-2050,Europe,countries,-5.229759667,-5.130441486,7.24093325,-20.00075102,3.769033848,10,80,0.629401578,,,,,,,,,,,,,
Greece,ssp585,2091-2100,Europe,countries,-21.84161768,-19.22530138,11.31029786,-41.41261179,-1.356276834,10,100,8.04E-24,,,,,,,,,,,,,
Estonia,ssp126,2041-2050,Europe,countries,-4.904145501,-5.728228679,10.87953703,-24.97675745,8.893608492,10,60,0.029750645,,,,,,,,,,,,,
Guernsey,ssp126,2091-2100,Europe,countries,-17.96815919,-18.26093477,4.891491852,-25.89396679,-10.59867562,10,100,3.65E-12,,0.412443358,,,,,,,,,,,
Germany,ssp585,2041-2050,Europe,countries,-4.61623375,-3.84933335,4.658164961,-14.50584966,1.730367536,10,80,0.007654102,,,,,,,,,,,,,
Guernsey,ssp585,2091-2100,Europe,countries,-30.58115238,-33.74394808,15.03409311,-45.98300508,2.831168472,10,90,3.65E-12,,,,,,,,,,,,,
Portugal,ssp585,2041-2050,Europe,countries,-4.43156886,-7.781629949,7.382328508,-12.6908201,11.67376302,10,70,0.002885188,,,,,,,,,,,,,
Iceland,ssp126,2091-2100,Europe,countries,-5.233095353,-3.021263013,8.47652272,-20.32734926,4.277842195,10,70,8.82E-26,,0.793997231,,,,,,,,,,,
Norway,ssp585,2041-2050,Europe,countries,-4.222930205,-6.101285546,7.260902947,-12.26599452,12.69583806,10,80,0.000232353,,,,,,,,,,,,,
Iceland,ssp585,2091-2100,Europe,countries,-25.40303398,-24.48168833,9.12376514,-43.38124289,-12.40517754,10,100,8.82E-26,,,,,,,,,,,,,
Russian Federation,ssp585,2041-2050,Europe,countries,-4.19892156,-3.343246415,4.063740475,-10.48575575,1.013790592,10,80,0.003074737,,,,,,,,,,,,,
Ireland,ssp126,2091-2100,Europe,countries,-9.103344534,-8.320293658,5.120715006,-18.08667803,-1.681016201,10,100,8.17E-27,,0.72873759,,,,,,,,,,,
Belgium,ssp126,2041-2050,Europe,countries,-3.949378668,-3.244704463,6.052118866,-16.42447491,4.623285683,8,87.5,0.00471848,,,,,,,,,,,,,
Ireland,ssp585,2091-2100,Europe,countries,-33.55918182,-33.44486029,6.145730939,-41.13223314,-25.37768371,10,100,8.17E-27,,,,,,,,,,,,,
Lithuania,ssp585,2041-2050,Europe,countries,-3.884661702,-3.913543641,5.41439317,-11.63927388,3.654523943,10,80,0.16969466,,,,,,,,,,,,,
Italy,ssp126,2091-2100,Europe,countries,12.36845618,14.44428997,12.40969077,-8.884739962,31.01779429,10,80,2.51E-17,,1.69603447,,,,,,,,,,,
Romania,ssp585,2041-2050,Europe,countries,-3.817896733,-4.223124198,4.954495384,-10.74035909,6.692530498,10,90,0.476311305,,,,,,,,,,,,,
Italy,ssp585,2091-2100,Europe,countries,-17.76989031,-21.79918079,14.74986944,-34.70985469,13.1730544,10,90,2.51E-17,,,,,,,,,,,,,
Svalbard Islands,ssp585,2041-2050,Europe,countries,-3.774971036,-4.566224274,10.18675345,-20.73588108,9.743568401,10,60,0.629401578,,,,,,,,,,,,,
Jan Mayen Island,ssp126,2091-2100,Europe,countries,-14.46734372,-14.08507404,9.942167827,-29.632583,0.789315279,10,90,1.01E-22,,0.596122327,,,,,,,,,,,
France,ssp585,2041-2050,Europe,countries,-3.703095723,-3.142211941,3.145505537,-8.385611985,0.448163038,10,90,0.003002364,,,,,,,,,,,,,
Jan Mayen Island,ssp585,2091-2100,Europe,countries,-35.82110296,-34.99831883,10.79138013,-52.78878871,-20.78853241,10,100,1.01E-22,,,,,,,,,,,,,
Latvia,ssp126,2041-2050,Europe,countries,-3.591209035,-2.224455258,8.063491734,-20.28036535,7.370417235,10,60,0.337543563,,,,,,,,,,,,,
Latvia,ssp126,2091-2100,Europe,countries,-3.25212429,-3.469113227,6.316417771,-14.49295005,5.863719384,10,70,0.000219346,,0.700826379,,,,,,,,,,,
Netherlands (Kingdom of the),ssp126,2041-2050,Europe,countries,-3.334214717,-1.998022314,5.140103071,-13.10302621,2.16292523,10,70,0.000191607,,,,,,,,,,,,,
Latvia,ssp585,2091-2100,Europe,countries,-10.87035776,-6.508029879,16.65412303,-40.78985725,16.42808315,10,70,0.000219346,,,,,,,,,,,,,
Poland,ssp585,2041-2050,Europe,countries,-3.310212928,-2.513390679,5.923169561,-15.65969717,3.260147597,10,70,0.820240818,,,,,,,,,,,,,
Lithuania,ssp126,2091-2100,Europe,countries,-2.298711647,-3.44322797,3.276793394,-7.803663526,2.602598769,10,70,2.78E-08,,0.834955327,,,,,,,,,,,
Romania,ssp126,2041-2050,Europe,countries,-3.03437535,-3.195892383,2.03669492,-5.694231593,-0.452541525,10,100,0.476311305,,,,,,,,,,,,,
Lithuania,ssp585,2091-2100,Europe,countries,-13.92781484,-15.08018743,16.20335565,-36.28030112,12.57231274,10,80,2.78E-08,,,,,,,,,,,,,
Poland,ssp126,2041-2050,Europe,countries,-2.856616592,-3.437105515,4.881963759,-8.741990468,5.583274047,10,70,0.820240818,,,,,,,,,,,,,
Madeira Islands,ssp126,2091-2100,Europe,countries,-26.62629824,-23.00418104,19.08219732,-53.21229428,-0.356465555,10,100,0.724036192,,-0.388212976,,,,,,,,,,,
Spain,ssp585,2041-2050,Europe,countries,-2.538713455,-1.604327743,4.948691796,-9.848410069,4.63712797,10,60,6.81E-08,,,,,,,,,,,,,
Madeira Islands,ssp585,2091-2100,Europe,countries,-19.18026895,-15.1173747,44.11021966,-65.28683224,73.23196158,10,80,0.724036192,,,,,,,,,,,,,
Lithuania,ssp126,2041-2050,Europe,countries,-2.469258674,-2.203328354,4.388347535,-10.16727875,6.524855094,10,80,0.16969466,,,,,,,,,,,,,
Malta,ssp126,2091-2100,Europe,countries,8.864095539,-3.099050058,31.36564157,-21.44504253,67.25039275,10,50,1.46E-14,,1.405913486,,,,,,,,,,,
Germany,ssp126,2041-2050,Europe,countries,-2.403766748,-2.391933354,2.486124291,-7.716962916,0.446374984,10,80,0.007654102,,,,,,,,,,,,,
Malta,ssp585,2091-2100,Europe,countries,-21.83740093,-21.09098494,12.46624464,-40.64718201,2.18503096,10,90,1.46E-14,,,,,,,,,,,,,
Russian Federation,ssp126,2041-2050,Europe,countries,-2.106641424,-2.272782427,2.864235758,-8.342847211,1.762612015,10,80,0.003074737,,,,,,,,,,,,,
